SYMBOL,BM_1 ,BM_2 ,BM_3,UC_1 ,UC_2 ,UC_3 
SRSF5,40886.63241,51195.00707,48675.99758,45570.05061,56882.3191,65162.33748
SRSF7,336588.6094,330829.7676,411443.1292,888662.5359,902474.1941,1271744.024
SRSF9,138305.3931,177348.8958,201989.3614,286750.4926,259799.1444,305658.9043
SRXN1,2778.713891,3688.149686,2160.576412,14312.74165,5958.197859,5936.020584
SSB,355610.0023,360258.4709,426901.8244,259881.1408,207340.8369,260345.2194
SSBP1,154546.1427,99907.10781,137533.469,120078.2444,110676.1689,112267.2932
SSBP3,2326.256526,4456.917607,4585.840781,3882.745685,5036.174479,1047.80027
SSR1,493448.8803,395958.7935,401037.3168,953885.948,673421.1079,829179.2692
SSR3,65284.39367,41169.18904,40459.25338,41090.14535,27637.52297,29262.76535
SSR4,75074.59427,38901.86126,53429.28484,29023.91085,20930.988,26824.70802
SSRP1,137478.6203,144195.8586,173558.7405,360296.1869,246341.5379,377374.5603
ST13,190751.7973,281894.7266,274450.3755,487960.7869,521041.0746,548111.3629
STAM,87459.31634,89159.85635,123049.6742,192968.3327,133369.5625,157693.3254
STAM2,89573.70363,100678.8853,30768.54153,71292.06213,41918.86285,61541.87725
STAMBP,20351.27471,22839.13714,22728.65361,45994.84204,35214.85982,40385.82329
STAT1,507164.0208,1304489.828,2285788.661,311701.4971,171887.2201,165690.582
STAT2,27798.99665,31964.57147,46587.76903,19379.77674,16139.7455,15576.65309
STAT3,56282.38627,102738.5908,138630.4867,224174.0728,142894.7953,173711.1388
STAT6,4499.536373,6602.335312,8810.029174,32138.37513,23043.349,24643.56498
STAU1,95946.38374,45335.16187,100945.6238,179920.0466,129027.6386,156497.2737
STC2,18705.62333,7771.344771,15201.96701,6206.000798,15146.20169,34273.12587
STEAP1,11477.44271,5318.598693,8656.590555,646.1139528,350.5947964,2057.501432
STEAP3,10682.2522,27779.99323,3399.811802,43607.93367,15882.45759,49096.29325
STIM1,70950.46273,70739.79002,82593.55978,103339.0844,48007.01329,55159.43601
STING1,28103.53179,19312.74288,31287.26679,37636.7433,22073.52585,23334.92823
STIP1,337622.3244,397823.9757,479291.4264,672503.397,806126.6282,951710.4025
STK10,24630.73558,18835.59274,37994.37949,33402.75172,46483.39161,27796.37492
STK24,23337.31362,30375.50456,37011.94621,54373.25989,56084.36086,62013.00661
STK38,14268.84871,8849.399075,9117.998877,5900.847429,20649.8981,8981.211705
STK38L,10586.44526,13334.86149,9063.109149,12985.8701,16612.02288,11128.80412
STK39,7647.578086,1820.035477,9246.643858,568.9922739,537.4622776,2937.715534
STK4,3375.609948,10768.55796,11188.50248,7342.73171,18523.91941,29263.55976
STMN1,378464.7274,263640.9738,345701.107,754379.0633,685299.9968,1232492.27
STOML2,105571.8851,66391.03106,106595.9715,225277.7056,170909.5046,185149.6062
STRA6,20330.19306,19956.50603,4971.883858,14491.24689,27054.25703,2431.009156
STRAP,302242.568,277835.1771,342217.7301,684782.6673,545211.712,561163.241
STRN,20457.29265,25896.20798,31201.25342,54411.18191,35439.35943,25081.63728
STRN3,8257.930905,378.7681035,13478.31916,21890.2649,23560.79859,14756.28425
STRN4,14040.93852,4444.074369,713.2578024,2952.731744,9227.132656,8126.552472
STT3A,785672.6807,801114.0663,934002.1414,1498770.579,1037935.259,1272134.959
STT3B,103678.4516,78663.28894,72681.00609,108322.5554,75341.24528,66000.96334
STUB1,29805.19223,8466.305583,16711.55662,96748.1234,72038.55283,90468.82095
STX10,18341.32995,13143.35276,7449.374254,16071.50297,31986.30787,40712.49477
STX12,109697.7801,39891.51287,102846.2183,264814.4822,99351.62833,197276.1816
STX16,895.5294747,14111.90342,17929.38552,35733.43455,15248.64227,17210.74246
STX4,8323.22431,7755.393824,56677.46374,3738.969815,31122.07346,1485.584672
STX5,93592.04647,110514.7936,115320.0171,156004.2094,127678.8791,129201.7024
STX6,27191.13533,10903.44427,29760.37908,34523.40854,30410.56477,34056.71567
STX7,56003.46064,46687.31494,57783.44465,72616.12058,57909.45508,55284.79982
STX8,4030.355095,8568.866219,24186.32772,41898.42196,34443.9532,30868.17704
STXBP1,281.3497378,5383.207952,27699.43711,20616.25926,27416.76129,23501.93918
STXBP2,4779.91534,14321.13348,2969.403042,3767.247827,2196.317599,2057.000786
STXBP3,66007.68689,67318.33448,110885.5957,171050.7719,112784.4484,58170.30618
STXBP5,68248.2857,41745.1823,51385.32806,144062.1413,112651.2819,138610.0463
SUB1,358272.4842,406091.9104,443657.9662,1090251.692,164607.715,226674.6989
SUCLA2,22620.59816,9667.094972,42687.96717,103326.0573,57269.63925,89549.28694
SUCLG1,72039.93646,43426.19424,74885.61039,121949.8221,116584.1044,349066.6439
SUCLG2,49456.39726,43382.46488,87600.07984,60146.77844,71367.2041,39379.97554
SUFU,10634.43924,9170.514044,6748.477379,27347.76925,26903.69526,23949.76865
SUGP1,9344.70549,10347.66237,11361.48141,35844.92054,22075.28993,37417.96144
SUGT1,46221.05545,56734.21308,65785.61311,253718.1365,299340.0323,311114.1034
SUMF1,2595.733417,4617.437832,2773.329549,17627.64886,12790.28988,627.186523
SUMF2,312762.9316,241804.3579,518459.9911,573919.3303,279836.6507,413952.23
SUMO1,28478.45926,30355.29397,35871.16148,49399.48958,51425.54756,56288.79202
SUN1,15288.45247,22090.97551,24437.04095,33358.48246,42152.67032,27682.79151
SUN2,66228.2247,58640.83524,62326.13252,151106.0084,109815.7944,185813.9675
SUPT16H,53043.12081,75625.68523,67377.94986,207052.5979,180255.5101,258858.2528
SUPT5H,359.0956487,1521.262124,10263.28408,6287.06442,7244.229723,8465.465112
SUPT6H,2243.123844,16776.8421,20986.41622,11163.30464,35583.80293,48225.20871
SUPV3L1,11567.5377,13972.2051,1290.94062,9236.739004,2805.032174,2981.822605
SURF4,608115.5821,425410.5612,457249.2025,658974.374,692907.5293,606829.8422
SUZ12,655.8482238,877.8543743,1809.679644,9844.039027,7288.147354,10944.90924
SWAP70,94431.50349,80025.3006,112052.0736,121044.8007,99026.19411,86467.35279
SYAP1,94674.70218,60131.09007,57789.21503,60202.61117,52926.38699,47561.67175
SYDE1,6433.174604,3754.370609,4645.157687,8127.172462,1064.860857,7966.491394
SYMPK,10148.05889,6815.275484,6434.502963,31292.98263,17948.75849,27684.8663
SYNC,68379.37007,73333.22385,59321.98737,4537.213792,31756.04043,37975.26532
SYNCRIP,649848.1608,714436.7913,940710.83,1534313.364,825108.9737,1308501.974
SYNE1,36099.00532,30066.29967,55196.23508,79716.67,81580.92048,82577.4755
SYNE3,14279.98261,16788.76331,27283.34819,33071.67194,26497.52074,20421.40234
SYNGR2,14410.50329,6161.132217,27157.01132,168486.6136,76046.82661,88419.19624
SYNJ2,30148.40258,36368.2524,31123.65436,34725.28684,46226.79888,55603.37836
SYNM,3635.037542,303.1045417,661.9635882,15542.56181,22315.01643,15374.82185
SYNRG,862.1958374,558.426404,336.0415242,3183.773243,7046.638522,1206.454028
SYPL1,125375.4127,113496.871,123641.1587,81599.39086,49534.152,59298.52348
SYVN1,14175.82576,9477.450379,17524.03812,15270.02728,10786.81317,12293.15619
TAB1,36428.86064,29489.80152,28757.19502,54158.42974,33108.65816,42683.69347
TAB2,3094.958363,1844.099297,1935.231199,7146.126971,5180.328443,6330.175302
TACC1,69687.81568,55403.95524,42860.13349,50989.39345,86334.90545,129271.7574
TACC3,13712.92646,15068.47081,4692.931515,10935.71058,16248.96801,18527.87918
TACO1,21796.62331,17769.77266,28555.70037,37409.82562,33476.98153,49915.07774
TAF10,379.0826344,3151.308169,3176.900413,11507.78738,7606.346725,11595.92522
TAF15,3715.33402,2906.919663,2613.147,49009.99591,53819.69749,64470.74665
TAGLN,7183668.617,10145786.1,16329953.81,6251078.054,7412276.21,5147723.879
TAGLN2,2218534.119,3125063.719,3907914.422,4102812.975,3579265.511,3898870.632
TAGLN3,3360.420011,8794.600171,10291.85613,25539.77173,80176.05239,103590.8559
TALDO1,823810.3398,840208.8182,1013843.404,709268.4379,788878.8255,662258.1963
TANC1,6601.55074,7185.724935,11514.81365,39653.92688,30037.72053,34229.00415
TANK,10739.37988,3935.970793,11903.23777,42034.86148,36845.80216,35793.42817
TAOK1,1149.744929,18154.15767,18595.76365,20852.23171,23045.65534,20347.39754
TAOK2,10601.98953,9394.573185,10506.61021,7599.993168,6591.900681,16785.05345
TAP1,47249.18086,61529.4035,92988.3358,51278.40813,39825.2235,18987.45427
TAP2,1588.980733,15259.1826,27732.42229,27050.35091,21685.21711,22197.25378
TAPBP,17835.57363,34052.69605,49272.80589,32034.10895,30339.65288,33977.01763
TARBP2,4276.17565,3512.450407,1722.984584,4441.463585,1517.468421,5805.011227
TARDBP,125194.8065,61181.45438,77936.99485,194497.2591,161016.5918,195590.0109
TARS1,269574.8983,340435.5174,345045.6925,623101.3031,517267.1622,676708.4894
TATDN1,30464.66786,25064.40057,32321.58132,10771.80642,15347.40565,12966.31559
TAX1BP1,6356.269685,3705.36623,935.1806384,49915.73156,40327.44542,37056.96063
TAX1BP3,96576.51105,63846.76524,84629.47517,147018.5691,87145.93209,116414.9456
TBC1D10B,38131.52191,42091.7976,46439.54421,51866.17593,27206.87096,26964.54614
TBC1D13,23233.88856,26149.85894,33241.83797,75096.50655,18091.79574,23601.13807
TBC1D15,11026.38626,19481.53693,19971.57816,15890.0494,2589.613538,17749.37333
TBC1D17,6756.356495,3248.606298,21605.29189,21784.92416,8656.712662,37432.47054
TBC1D23,18831.0016,24004.71502,38984.38751,50056.56323,11714.06242,44828.93014
TBC1D4,27806.17005,18999.14147,14943.85087,45124.24632,30689.43993,26762.7627
TBC1D5,21733.03343,32488.49385,25385.9167,44913.56202,20874.45198,45756.70164
TBC1D8B,8497.842053,14654.72822,13817.35576,23313.39642,5687.897894,14699.74147
TBC1D9B,3698.727818,8845.680755,9619.201881,27807.5993,17912.5924,24978.9738
TBCA,709610.9755,738822.6458,936554.7377,2248710.117,2106464.677,2413377.794
TBCB,262441.344,226770.023,286383.0931,611997.5148,516504.3115,582005.2811
TBCC,286446.2562,237188.7499,358154.8131,299190.1862,53048.25398,85720.25189
TBCD,138044.2838,128125.6915,183237.8637,191253.9464,115905.8834,175355.5294
TBCE,16704.13108,15318.53689,10961.68523,33874.29466,20402.2217,17110.04402
TBL1XR1,44211.64487,5417.407354,31028.32484,47841.12471,36145.48647,51017.57016
TBL2,115407.3911,129449.0443,168062.4939,195824.7398,163475.4084,160850.4992
TBL3,10277.85579,9542.471619,2555.126788,39279.38158,25314.3277,33013.15606
TBX3,1844.425986,3560.253359,3278.898657,4998.910554,4934.600499,3793.230776
TCAF1,20376.36979,17037.29556,18443.3899,69279.83756,44945.58026,74779.00605
TCEA1,103141.0511,130168.0953,132172.3458,168569.9051,137102.7729,232011.1488
TCERG1,114523.8512,105756.9621,83736.53418,270158.0221,218353.0128,287739.2188
TCF25,28660.91941,22764.76426,21068.74714,48115.0339,32896.35783,60870.84711
TCIRG1,148828.9121,145025.5084,180522.6773,146494.6928,135441.1218,170745.602
TCOF1,53442.2344,53341.96102,70149.67057,188317.915,152682.2916,276310.3116
TCP1,909454.1225,943668.5479,869308.8279,3043388.408,2496349.56,2893460.954
TCP11L1,4754.426058,5924.888409,3552.511449,12756.91878,11569.91167,21345.61111
TCTN3,37198.61384,10723.09229,3233.778849,70460.01372,64026.87465,29536.00851
TECR,195057.7324,151303.4099,188607.1976,170880.5486,231002.5939,265951.1286
TELO2,617.4180184,2019.453659,461.7268484,2869.63765,4233.353439,5295.847211
TENM3,1447.034965,1424.594754,6053.717614,7918.898079,11395.5166,4699.115382
TENT5A,657.7268597,678.291781,2300.371812,3263.480465,5276.162069,2078.779186
TEP1,9571.076201,1593.397268,38151.74191,58622.495,45334.28377,9353.383627
TES,99678.42021,202153.8922,182063.9452,259328.7996,213634.547,152978.9349
TEX10,10536.40194,11094.20644,12122.16959,14353.2673,6830.724276,15058.29913
TF,5970.354094,9038.9111,1617.421119,8116.850684,9652.629152,8629.975447
TFB2M,9006.669311,8172.998532,9496.293323,21800.51959,2159.937519,23269.65616
TFG,97050.8531,134807.4309,202796.6942,196705.2729,135750.9489,186171.668
TFPI2,23768.36033,37434.12726,39329.02767,75434.72546,292517.0953,300566.6124
TFRC,142415.0547,60937.29014,125088.8578,1200827.579,1044077.836,1316405.167
TGFB1,14994.05572,10255.43268,10198.28823,31288.20937,28393.51369,35599.42609
TGFB1I1,139209.742,112897.104,163544.6182,156517.729,110634.6317,125022.0517
TGFBI,105820.6507,129887.5378,71737.81166,66052.49601,130983.7789,209761.5068
TGFBR2,9436.320932,917.5308981,4070.901862,17684.56562,25494.58749,16524.28002
TGM2,1402499.902,1515334.546,1517157.799,7008796.183,2204127.291,3642895.742
TGOLN2,11463.62976,6505.417962,10322.69614,27632.58144,14817.79823,25077.99787
THADA,5816.76246,4873.828844,15598.21617,32606.33153,34126.74192,27247.2641
THBS1,538693.4767,328491.0262,391747.8226,317596.0329,596370.7044,206505.5258
THBS2,71256.07749,67185.3671,81069.55274,178759.1539,152961.4947,59554.62995
THOC1,10164.82962,6966.758466,19932.25288,25081.58951,18570.37414,31877.16633
THOC2,12105.14586,23148.23311,29716.01635,65443.06112,28358.88662,52512.09267
THOC3,18251.02077,23215.35009,36244.01617,87687.336,24449.20963,30699.69563
THOC5,1935.906417,2713.174226,287.3481918,11042.95117,6471.131456,1439.692494
THOC6,684.7113253,3492.715085,2839.741353,10340.33154,9522.453163,10839.75681
THOP1,50440.00888,60263.9397,40451.60029,78611.03488,78664.14636,65896.34686
THRAP3,140926.4305,120462.7876,153279.509,272414.7316,175430.1102,269127.825
THUMPD1,35102.0415,41145.54648,41065.10468,85153.01243,279699.7044,69633.93241
THUMPD3,22057.87043,10509.60598,15637.71087,4579.879466,21949.95893,29399.75646
THY1,170987.7359,85194.72297,117944.9484,173075.9705,152880.9186,163511.5951
TIA1,3469.299096,4189.318788,3576.608626,16672.66719,4249.33458,15899.90539
TIAL1,26862.20511,52172.61458,45868.26992,80429.05286,47743.1508,80326.75424
TIMM13,32342.53309,28115.9467,23812.94451,64415.26657,61330.9758,69420.10607
TIMM17B,6719.38342,334.047078,2981.801909,10829.77937,1263.773111,3889.437375
TIMM44,29946.23991,34689.52443,39163.16269,66625.74105,71719.94845,68806.27449
TIMM8A,30228.82349,17283.78135,28061.97526,69392.79285,52622.3684,75239.36973
TIMM9,2891.163868,14389.70391,27557.21272,47529.9672,28956.72492,36786.59421
TIMP1,30171.59784,65835.65579,113877.9512,179142.9592,94649.36412,150860.6573
TINAGL1,11595.93529,14368.50188,23234.53569,29664.55813,22421.13398,24829.18972
TIPRL,98417.87175,50052.73454,70734.37076,116356.9561,71992.39894,87973.00767
TJAP1,14485.63351,12623.19465,12253.49531,34707.04207,27654.21885,26452.09723
TJP1,78635.76532,63338.18086,80209.5366,157021.2277,124871.6435,162925.7622
TJP2,28399.55042,9051.5255,6931.997866,41108.11338,82052.53081,33772.01988
TK1,9338.437175,6104.514621,3637.208224,22581.52922,34003.63341,50789.05525
TKT,816091.3682,669563.0118,884145.0151,1585325.486,1842847.089,1836133.37
TLE3,13027.30778,22161.53273,31838.26065,41594.75304,49632.13198,62186.25238
TLE5,11397.12501,13256.56511,16757.01784,28636.12526,1337.931926,36554.42614
TLN1,1616835.795,975638.6907,1555206.863,3466266.171,3737928.461,2587188.001
TLN2,16183.98541,20622.99785,6649.41269,50221.02527,10080.86109,47373.31225
TM9SF1,32032.97615,27492.52351,53312.92433,89206.08996,88987.45968,108239.911
TM9SF2,159198.7938,114890.683,160051.1826,492499.4532,215820.2348,403418.8639
TM9SF3,60705.29952,62705.02535,84829.47658,260728.8634,186916.0515,212702.2054
TM9SF4,23740.29529,18440.06346,5069.428678,9317.354857,1921.151602,2777.396292
TMBIM1,11489.18975,13740.89822,13539.57377,5005.144814,8588.713597,3107.200591
TMBIM6,63429.23115,44810.50876,56055.12747,49566.39868,22445.67586,46902.33274
TMCC3,19977.32502,16666.84163,22062.61438,20819.02649,23365.20615,10836.85433
TMCO1,59482.25579,74429.48093,78275.05975,267065.7532,210992.0304,222010.5874
TMED1,17933.61297,18732.80459,32134.28951,60786.86389,33943.49192,35152.18825
TMED10,302268.6627,280749.5836,376923.1375,436521.6189,268322.489,372889.1797
TMED2,18641.36905,12886.04922,36743.74547,50154.038,39312.00234,47443.5414
TMED4,21105.17322,16201.90311,25807.71082,9930.061617,9808.585279,13118.69246
TMED7,265640.9021,256353.3647,359279.9424,751590.6116,532146.161,684937.0779
TMED8,4229.97701,5310.366422,7903.908317,6944.697969,15315.92394,20807.67498
TMED9,37397.99153,43005.8382,37209.29869,833.3540399,9360.111212,3130.808139
TMEM104,2862.861204,1865.912163,25504.74507,9185.761684,8165.118759,3851.678084
TMEM106B,2617.475862,2456.376514,3634.991365,13390.76523,1704.635686,18636.11551
TMEM109,356327.9736,389991.9919,496189.41,388870.9811,293845.8595,377270.1676
TMEM120A,2340.305351,2317.918134,3806.979427,9568.605712,5934.200152,9653.340501
TMEM126A,21510.93448,35616.52596,38435.92507,61213.74012,42519.14374,59750.31387
TMEM132A,2980.508628,1122.166661,1808.842984,8657.140328,10470.1725,9066.03513
TMEM161A,1316.722949,3322.553808,12211.82045,15045.01822,7839.938874,20638.91505
TMEM165,101145.4147,101376.0621,100954.764,293294.7815,216344.4866,236639.237
TMEM167A,38058.20132,39113.18735,39214.97242,4014.027315,6150.326455,2660.409509
TMEM189,5622.890014,8090.122076,7685.083225,21505.06875,15178.99735,17015.7644
TMEM192,9460.393394,14589.97075,7745.967535,32667.86163,22667.51203,23824.10895
TMEM214,239581.3724,74550.28953,198372.159,209196.053,140346.2221,235640.7053
TMEM245,27470.08156,25955.81292,41885.93065,48292.06285,39354.46607,36789.70987
TMEM263,171979.9702,220436.2731,241052.3292,399436.9749,248363.5448,360257.6948
TMEM30A,29887.49448,8094.736192,20068.02423,34067.48209,23749.05533,31391.4786
TMEM33,105440.6764,114966.7744,162667.9277,437567.0351,382901.019,350540.3148
TMEM41A,21909.57312,19631.45346,21936.08831,33138.43545,27144.65203,15056.83734
TMEM43,514688.3329,354217.7413,590469.2593,731048.0678,433372.9681,604415.9221
TMEM65,16070.70379,10507.19947,16184.15078,35979.92747,23836.6268,48775.43812
TMF1,30378.29424,19950.32382,25705.52878,69327.32169,53198.05738,209600.1107
TMOD3,44606.87028,73847.85677,78833.75825,74847.03648,58333.53659,63853.3997
TMPO,158706.8903,135414.9352,162299.3833,192808.6619,135778.5182,217021.6966
TMSB4X,13110.18805,7027.776503,379.1055997,18593.18391,52394.87552,19326.92278
TMTC3,44499.20828,28709.89983,34041.05771,25425.95454,25983.75731,24242.34116
TMX1,252783.0991,260260.0149,265642.0846,569491.7101,295700.5859,420787.6611
TMX3,188830.2151,171625.9766,252236.6974,510922.7266,308534.517,422042.7302
TMX4,16788.4266,12409.32718,18298.65487,30811.28651,21773.0605,24742.63119
TNC,51524.86049,55805.47915,29998.22661,46076.37064,181975.1347,30287.57185
TNFAIP2,8418.247214,19750.20928,18776.4975,21296.28528,6425.193911,6207.313712
TNFRSF11B,6538.066017,11921.29961,547.2384008,18855.21197,19058.25393,1590.18454
TNKS1BP1,158680.9937,148730.4967,174493.4553,236613.0622,261905.5743,214432.1303
TNPO1,238038.2839,218359.6793,281991.8785,622820.8861,445410.2933,463816.2922
TNPO2,1601.647129,25864.16197,1304.094726,12900.09957,8205.774079,10553.45008
TNPO3,44894.56306,43615.17618,80654.44427,187135.8581,133776.0459,182890.9571
TNS1,115560.1193,65273.80554,102951.0561,148820.0561,131505.3588,160658.4604
TNXB,9082.78554,21786.0909,20924.39789,231472.9098,2348.433687,11878.97319
TOE1,13716.14267,1708.044964,13175.16719,2247.795682,9033.793383,1451.074111
TOLLIP,95673.25198,89526.00735,101403.8879,134820.3295,90614.1256,65388.69847
TOM1,78310.53491,104156.677,140553.684,124247.735,93776.95332,95515.65301
TOM1L2,16959.02864,3004.656318,17231.13547,17212.35327,26076.17576,11841.83531
TOMM22,68907.75409,90296.76741,98771.52519,293808.3655,183358.6244,279764.6139
TOMM34,77839.73721,61536.40971,51947.11423,133205.5013,112242.9043,100324.3291
TOMM40,80862.86286,70716.63771,63001.93865,183157.1349,153288.8111,183004.6384
TOMM70,139956.2638,114665.9008,197586.2938,440757.6881,307795.5739,383188.7456
TOP1,71369.16536,43751.33084,71750.80762,295854.8512,283313.208,1034226.464
TOP2A,23021.81579,25339.60788,23355.70091,71860.42215,44545.01624,83261.81519
TOP2B,94346.76426,124220.0571,101554.725,196769.2267,170358.0028,165955.351
TOR1A,52883.27989,53022.08443,63775.0687,131163.6852,32902.09855,73650.52882
TOR1AIP1,143834.6406,155034.8636,123662.9919,485132.5587,318100.9896,385015.7052
TOR1AIP2,49511.94802,26538.20788,41020.54519,62645.2951,79543.0271,82268.89397
TOR1B,24388.45956,32720.90208,40839.02009,46768.93103,31020.90841,40543.87795
TOX4,13797.2181,11424.58758,18537.18812,57630.12221,46125.9011,68343.61974
TP53BP1,43798.88635,30946.0476,36720.23331,103506.5676,66270.22445,85314.85368
TP53I3,56120.49335,44018.92647,92172.68156,80290.68415,76046.22111,89981.42222
TP53RK,24775.68616,28870.018,3934.1772,43132.53465,34531.78566,44653.09484
TPBG,60402.93033,75720.50916,78429.33522,482334.6852,398897.3803,675230.9309
TPD52L2,565173.1583,550956.031,604975.127,947171.6802,694509.4523,799327.8557
TPI1,4929547.61,5984473.727,9304275.242,6913289.338,4093016.785,5369065.744
TPM1,295252.2125,167304.8331,742933.4611,1258289.2,1360568.385,1002964.058
TPM2,263075.7267,169714.1596,270326.627,163396.7233,199861.3913,117075.4956
TPM3,2477590.782,2198796.156,2335485.526,1465320.153,1074486.71,1159199.977
TPM4,692002.2876,616230.2212,803164.2501,201085.1812,200361.0562,208586.1846
TPMT,40180.49786,113529.7883,100925.4455,120239.3376,73651.71526,133579.4749
TPP1,98023.09872,95183.05776,122262.6924,69343.28564,59985.51729,49337.70861
TPP2,62623.88358,69383.98076,83090.35603,280977.9708,229186.4341,309549.5035
TPR,90860.39331,70277.58571,69488.17466,191361.0202,229956.425,220744.5889
TPRKB,19908.76661,28922.50557,32572.20981,32955.26763,17548.12572,38943.70962
TPST1,10170.34478,5188.413891,6365.387909,8433.60993,25665.91568,28082.44054
TPST2,9074.942626,21442.60296,28625.73707,6822.135158,1435.470423,1565.596002
TPT1,597376.512,668229.6842,731971.9784,456409.5698,351486.1227,410387.2058
TRA2A,56457.02851,3263.647108,55325.94181,90150.28875,81969.39721,134357.3143
TRA2B,172769.0379,149887.8675,163988.2852,161937.7383,129361.0899,175369.8638
TRADD,16788.97259,11051.23639,11070.26139,31827.97931,19170.01559,29608.15154
TRAFD1,2110.013682,1852.093242,5979.230619,3734.866574,3494.512774,1287.348271
TRAM1,84574.22411,69832.43754,107649.9566,139005.255,136898.9432,136077.9826
TRAM2,39757.30317,53237.28093,56098.80623,30887.04885,20196.22823,26937.84589
TRAP1,71564.47573,65555.8063,84772.34473,494315.8253,284123.3092,436546.0942
TRAPPC2B,5396.833131,21071.62836,4480.314137,16562.17428,8100.832852,1637.457721
TRAPPC2L,1397.558588,26604.39943,38516.31079,35601.5138,33653.38008,28440.22642
TRAPPC3,21175.77615,22273.80965,3685.04767,37414.7992,21546.19002,22923.67489
TRAPPC4,28785.06129,19978.67768,45420.21076,50262.96319,46164.20841,45332.0099
TRAPPC8,3626.560053,359.0008722,890.4646735,2185.845101,773.2630136,1898.216457
TRHDE,2798.891637,48381.17052,76183.95362,43130.70513,31868.28572,19088.8453
TRIM21,19835.28614,52880.12755,55235.1304,32587.26288,25754.24081,20697.33555
TRIM25,74843.23296,89632.0928,92552.67671,22410.3204,22718.605,23901.26957
TRIM28,179807.078,191038.5752,228983.3945,422231.2557,294218.1082,497053.8469
TRIM32,21374.2497,12983.73125,20379.62143,40553.04498,29242.2861,57507.63438
TRIM38,9552.312072,19782.89267,15952.78566,30701.08052,23442.17333,15329.11918
TRIM68,9544.793581,5586.800796,1969.003355,2304.350627,16722.11328,4204.352239
TRIO,9929.954527,8497.666505,23953.11636,30720.77845,41554.20618,48312.94342
TRIOBP,119264.8833,81732.96989,152549.9502,206457.2727,203755.5259,273374.6844
TRIP10,1266.867191,358.9721638,2226.398893,4021.142849,3708.543654,4445.203609
TRIP11,36499.31754,27610.8284,45996.60656,49275.01415,82690.58463,54690.61731
TRIP12,28877.60001,22356.80419,26340.98688,62061.53683,57645.18926,73524.46617
TRIP13,18548.70505,38628.29323,27110.36939,46048.09403,62344.17093,88107.82038
TRIP6,89998.31137,85528.68922,99742.29155,150053.6484,105897.2368,119546.9469
TRIR,42638.78925,47213.98605,51084.59203,128317.9643,105045.9933,137038.8253
TRMT1,4843.676521,18860.9484,23103.07925,75139.89911,34042.97969,45887.77704
TRMT10C,57680.51798,23811.56879,32841.02347,117270.9877,96038.35262,101903.7038
TRMT112,92390.67843,55095.99853,62725.0134,141737.3437,125925.8281,162304.8723
TRMT2A,732.6575331,3038.111462,2540.359636,5236.600444,7622.162771,7436.435338
TRMT5,3330.292609,12632.6862,8577.020805,900.9126327,4502.503872,14891.02066
TRMT6,12534.31996,10771.46863,7400.158254,12941.92112,13887.43446,11885.09229
TRMT61A,2201.698704,6646.425768,3998.016992,7432.652971,23186.45435,307.1418387
TRNT1,26930.79438,38658.55257,35691.79216,77604.19782,69147.3619,69045.90837
TRPV2,24324.80674,4578.395235,48280.91389,94178.8754,30512.29606,80822.37291
TSEN15,3611.24352,2523.059745,2494.271052,15276.3023,8171.216022,4473.205771
TSEN34,18532.40669,4926.997377,14858.60067,46615.38874,17610.07691,35921.50105
TSFM,42177.88643,20599.91152,26133.72652,99290.22097,77323.38088,96531.64699
TSG101,99552.76513,104128.7414,136356.0509,236299.9402,202499.5109,203250.5736
TSN,72364.76802,68006.94105,33554.33999,95364.65608,98842.38753,46646.35519
TSNAX,5765.274863,30153.34907,30362.94301,19476.99331,34519.89651,25822.85482
TSPAN14,4738.046296,977.2283319,2683.488492,7760.042302,11726.82363,8502.694712
TSPAN31,2359.46064,818.0620686,2626.06509,2617.268946,5049.154977,1356.619847
TSPAN6,15735.51581,7948.393429,15384.0061,51247.21735,34127.25072,44177.74713
TSPO,209237.1278,295067.7915,340692.4459,568647.8634,489056.4999,468354.2466
TSR1,22452.77955,103667.2738,8887.236008,151159.993,85342.62989,44937.67189
TSR3,47352.91517,49885.78101,67150.52423,130898.883,110315.2669,102608.6056
TSSC4,35834.21439,10636.82784,21383.96749,24359.81523,7448.988393,20808.93556
TST,1838.206073,8209.147123,124356.3829,3230.73308,36488.65068,4692.172562
TSTA3,55344.87888,63366.03419,71847.64681,166918.9515,115905.8983,136462.7261
TTC1,102758.5752,102241.1376,108518.1099,310817.6123,277301.7815,316985.9035
TTC28,7174.41619,1136.885886,1017.923113,7808.308764,5234.367616,3950.311865
TTC37,57229.51057,52006.39811,65162.36954,139955.0886,101201.8882,108049.325
TTC38,4668.554433,4089.218775,2958.726658,36674.01905,23643.30459,33773.40079
TTC39C,51195.99074,63333.84785,69155.80474,30759.56816,44970.56807,25378.6879
TTC4,12291.57872,11324.86647,8269.150445,41037.53113,26016.42042,25460.05216
TTC9C,14733.94613,918.0363021,20705.04483,25415.97807,17762.33021,19681.77103
TTLL12,26095.46082,46094.05319,69642.8543,137663.1392,141358.6683,122387.2936
TTYH3,2222.991581,3009.403255,2742.894987,7611.544047,11837.60758,11671.34628
TUBA1C,277415.7772,331947.1772,429435.1619,982500.9437,505752.6219,709645.8366
TUBA4A,297172.5048,343600.2939,352058.3756,190698.4603,123191.0373,63191.5169
TUBB,451945.9611,285561.2946,313411.0705,104783.1749,110240.5727,88847.41622
